CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
39478478000167,1589114,VC-CAMPO GRANDE,0,2,0,0,"CÓDIGO: 6054157, CÓDIGO: 6054190",sim,,
33784455000102,1060664,VC-NOVA ANDRADINA,0,1,0,0,CÓDIGO: 6054190,não,,
19425213000193,1531873,VC-TRES LAGOAS,0,2,0,0,"CÓDIGO: 6054157, CÓDIGO: 6165750",sim,,
16445127000154,1334823,VC-BREJO PERNAMBU,1,1,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054178",não,,
79221461000144,1157306,VC-XANXERE,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
28517380000155,1601682,VC-ALTO M GURGUEIA,1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677",não,,
3118694000154,1047956,VC-FLORIANOPOLIS,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054205",não,,
35129901000162,1592059,VC-BAIA ILHA GRANDE,1,1,0,1,"CÓDIGO: 6187067, CÓDIGO: 6187066, CÓDIGO: 6162599",não,,
12400319000193,1327258,VC-ALTO PANTANAL,1,1,0,1,"CÓDIGO: 6054184, CÓDIGO: 6054187, CÓDIGO: 6132938",não,,
22059016000102,1473147,VC-NORTE ARAGUAIA,1,2,0,1,"CÓDIGO: 6054184, CÓDIGO: 6135560, CÓDIGO: 6054187, CÓDIGO: 6132938",sim,,
10770606000160,1504087,VC-ALTO SOLIMOES,0,0,0,0,,não,,
35607192000183,1632620,VC-PONTA GROSSA,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
13882542000187,1614227,VC-WESCESLAU BRAZ,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
1211670000110,1067442,VC-ALTO CAPIBARIBE,1,1,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054178",não,,
34320676000184,1648863,VC-GOIANIA,1,1,0,0,"CÓDIGO: 6172311, CÓDIGO: 6135560",não,,
742930000110,1059026,VC-VILHENA,1,1,0,1,"CÓDIGO: 6054184, CÓDIGO: 6165750, CÓDIGO: 6132938",não,,
62222146000139,1051764,VC-S JOAO BOA VISTA,1,1,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750",não,,
29420357000100,1477643,VC-TATUI,1,1,0,1,"CÓDIGO: 6054172, CÓDIGO: 6054180, CÓDIGO: 6135552",não,,
6137389000106,1066491,VC-BAIXA MARANHENSE,1,2,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677, CÓDIGO: 6054178",sim,,
93333706000156,1061910,VC-SANANDUVA,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
17086607000139,1364818,VC-CAMPINAS,1,2,0,0,"CÓDIGO: 6054172, CÓDIGO: 6165750, CÓDIGO: 6054180",sim,,
1627684000380,1230531,VC-CURITIBANOS,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
10322299000154,1196852,VC-JAURU,1,1,0,1,"CÓDIGO: 6054184, CÓDIGO: 6054187, CÓDIGO: 6132938",não,,
8601871000172,1122966,VC-SOLEDADE,0,2,0,0,"CÓDIGO: 6054190, CÓDIGO: 6054205",sim,,
10338661000185,1627392,VC-JOACABA,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
96418264001704,1053433,VC-TRES PASSOS,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
96418264009942,1050088,VC-SANTIAGO,1,1,0,0,"CÓDIGO: 6054204, CÓDIGO: 6054205",não,,
11575335000154,1633171,VC-SAO PAULO,1,2,0,0,"CÓDIGO: 6054172, CÓDIGO: 6187066, CÓDIGO: 6054180",sim,,
31888580000129,1511056,VC-CHAPADA ARARIPE,1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677",não,,
21362492000135,1398191,VC-MARINGA,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
18821848000147,1600238,VC-TIJUCAS,1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190, CÓDIGO: 6054205",sim,,
46750089000104,1055280,VC-PIRACICABA,1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6165750, CÓDIGO: 6054180, CÓDIGO: 6135552",sim,,
34192524000143,1567461,VC-RECIFE,1,1,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188",não,,
67156943000260,1593396,VC-IGUATEMI,0,1,0,0,CÓDIGO: 6054190,não,,
19339318000120,1361978,VC-ITAITUBA,0,2,0,1,"CÓDIGO: 6165750, CÓDIGO: 6054178, CÓDIGO: 6132938",sim,,
1985074000197,1000781,VC-AVARE,1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6054190, CÓDIGO: 6054180, CÓDIGO: 6135552",sim,,
7025407000112,1486996,VC-VITORIA ST ANTAO,1,1,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188",não,,
13073808000140,1384327,VC-JUNDIAI,1,3,0,0,"CÓDIGO: 6054172, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054180",sim,,
67124099000104,1005698,VC-OURINHOS,1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190, CÓDIGO: 6054180",sim,,
26371323000185,1608488,VC-PAJEU,1,1,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054178",não,,
26947074000123,1448832,VC-NAO-ME-TOQUE,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
27772180000186,1619838,VC-ALTO TAQUARI,0,1,0,0,CÓDIGO: 6054157,não,,
9129835000110,1479197,VC-FRUTAL,1,1,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750",não,,
4409364000180,1057677,VC-PARECIS,1,1,0,1,"CÓDIGO: 6054184, CÓDIGO: 6165750, CÓDIGO: 6132938",não,,
23860385000162,1424844,VC-ASSIS,2,2,0,0,"CÓDIGO: 6054172, CÓDIGO: 6054186, CÓDIGO: 6054190, CÓDIGO: 6054180",sim,,
10544936000137,1194122,VC-JAGUARIAIVA,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
723157000145,1452510,VC-ARIQUEMES,1,1,0,1,"CÓDIGO: 6054184, CÓDIGO: 6165750, CÓDIGO: 6132938",não,,
15193594000171,1387104,VC-PASSO FUNDO,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
3857252000120,1057410,VC-ENTORNO BRASILIA,1,1,0,0,"CÓDIGO: 6172311, CÓDIGO: 6135560",não,,
22619511000129,1417641,VC-MOJI DAS CRUZES,1,2,0,0,"CÓDIGO: 6054172, CÓDIGO: 6187066, CÓDIGO: 6054180",sim,,
